Customer ID,Referred a Friend,Number of Referrals,Offer,Contract,Tenure in Months,Quarter
8540-ZQGEA,1,1,Offer B,Two Year,54,Q3
4002-BQWPQ,0,0,No offer,Month-to-Month,25,Q3
3669-WHAFY,1,7,Offer A,Two Year,71,Q3
8148-NLEGT,1,1,No offer,Two Year,42,Q3
4830-FAXFM,0,0,Offer D,Month-to-Month,19,Q3
4962-CHQPW,0,0,Offer C,One Year,29,Q3
9788-YTFGE,0,0,No offer,Month-to-Month,7,Q3
3001-UNBTL,1,1,Offer C,Month-to-Month,29,Q3
6376-GAHQE,0,0,Offer E,Month-to-Month,4,Q3
5222-IMUKT,0,0,No offer,Month-to-Month,32,Q3
7762-URZQH,0,0,No offer,Two Year,66,Q3
6141-OOXUQ,0,0,Offer E,Month-to-Month,1,Q3
2692-AQCPF,1,6,Offer B,One Year,65,Q3
4879-GZLFH,1,10,No offer,Month-to-Month,42,Q3
8775-ERLNB,1,7,No offer,Two Year,1,Q3
5855-EIBDE,1,10,No offer,Two Year,49,Q3
4441-NIHPT,0,0,No offer,Month-to-Month,13,Q3
2123-VSCOT,1,9,No offer,Two Year,59,Q3
7072-MBHEV,1,8,No offer,Month-to-Month,11,Q3
2050-ONYDQ,1,7,No offer,Two Year,65,Q3
3315-TOTBP,0,0,Offer D,Month-to-Month,15,Q3
7945-HLKEA,0,0,No offer,One Year,60,Q3
0928-JMXNP,1,3,Offer E,Two Year,4,Q3
3714-NTNFO,0,0,Offer B,Month-to-Month,49,Q3
6923-EFPNL,0,0,No offer,Month-to-Month,4,Q3
2138-VFAPZ,1,8,Offer D,Two Year,14,Q3
4706-AXVKM,0,0,No offer,Month-to-Month,11,Q3
5453-YBTWV,1,10,No offer,Two Year,70,Q3
0611-DFXKO,1,1,Offer D,Month-to-Month,20,Q3
0639-TSIQW,0,0,Offer A,Month-to-Month,67,Q3
3787-TRIAL,1,1,Offer D,Month-to-Month,21,Q3
6837-BJYDQ,0,0,No offer,One Year,3,Q3
1862-QRWPE,1,10,No offer,Two Year,48,Q3
3221-CJMSG,0,0,No offer,Month-to-Month,24,Q3
2612-PHGOX,1,4,No offer,Two Year,64,Q3
2266-SJNAT,1,2,Offer A,One Year,72,Q3
0511-JTEOY,0,0,Offer E,Month-to-Month,1,Q3
8111-BKVDS,0,0,Offer D,Month-to-Month,10,Q3
2338-BQEZT,0,0,Offer B,Month-to-Month,55,Q3
7979-CORPM,0,0,No offer,Month-to-Month,24,Q3
8231-BSWXX,0,0,Offer A,One Year,71,Q3
2234-XADUH,1,4,No offer,One Year,72,Q3
7351-MHQVU,0,0,Offer E,Month-to-Month,6,Q3
1696-HXOWK,1,6,Offer A,One Year,71,Q3
8966-OIQHG,1,8,No offer,One Year,22,Q3
9297-FVVDH,1,2,Offer B,Two Year,57,Q3
2466-NEJOJ,1,6,Offer E,Month-to-Month,8,Q3
5605-IYGFG,0,0,No offer,Month-to-Month,7,Q3
0480-BIXDE,1,9,Offer D,Month-to-Month,19,Q3
2720-FVBQP,1,1,Offer E,Month-to-Month,6,Q3
8614-VGMMV,0,0,No offer,Month-to-Month,15,Q3
6115-ZTBFQ,1,6,No offer,Two Year,72,Q3
3629-ZNKXA,0,0,No offer,Two Year,17,Q3
9691-HKOVS,1,8,Offer B,One Year,55,Q3
0080-OROZO,0,0,Offer C,One Year,35,Q3
5276-KQWHG,0,0,Offer E,Month-to-Month,2,Q3
5130-YPIRV,1,1,Offer B,Two Year,62,Q3
6461-PPAXN,1,5,No offer,One Year,35,Q3
7018-FPXHH,1,1,Offer B,Two Year,56,Q3
0269-XFESX,1,1,No offer,One Year,23,Q3
3750-CKVKH,0,0,No offer,Month-to-Month,2,Q3
8020-BWHYL,0,0,No offer,Month-to-Month,15,Q3
0570-BFQHT,0,0,No offer,Month-to-Month,9,Q3
8559-WNQZS,0,0,Offer E,Two Year,1,Q3
4608-LCIMN,1,1,No offer,Month-to-Month,8,Q3
5921-NGYRH,0,0,Offer B,Month-to-Month,64,Q3
7621-VPNET,1,8,No offer,Month-to-Month,42,Q3
7218-HKQFK,1,4,No offer,Month-to-Month,2,Q3
6522-YRBXD,1,3,Offer C,One Year,35,Q3
4958-GZWIY,1,1,No offer,Month-to-Month,7,Q3
1724-IQWNM,0,0,Offer E,Month-to-Month,1,Q3
2982-VPSGI,1,1,Offer D,Month-to-Month,11,Q3
5564-NEMQO,0,0,Offer E,Month-to-Month,1,Q3
6849-WLEYG,0,0,No offer,Month-to-Month,1,Q3
8727-JQFHV,1,8,No offer,Two Year,57,Q3
9950-MTGYX,1,8,No offer,Two Year,28,Q3
1383-EZRWL,0,0,Offer E,Month-to-Month,7,Q3
6772-KSATR,0,0,Offer E,Month-to-Month,1,Q3
5277-ZLOOR,0,0,Offer E,Month-to-Month,2,Q3
6704-UTUKK,1,3,No offer,Month-to-Month,29,Q3
9313-CDOGY,1,3,No offer,Month-to-Month,38,Q3
7980-MHFLQ,1,5,Offer A,Two Year,72,Q3
8626-XHBIE,0,0,Offer B,Two Year,56,Q3
6599-RCLCJ,1,1,Offer B,Month-to-Month,47,Q3
5495-GPSRW,0,0,No offer,Two Year,20,Q3
7136-RVDTZ,0,0,No offer,One Year,70,Q3
6024-RUGGH,1,1,No offer,Two Year,72,Q3
2817-NTQDO,0,0,Offer D,Month-to-Month,13,Q3
3571-DPYUH,1,1,Offer B,One Year,58,Q3
8999-XXGNS,1,7,Offer A,One Year,72,Q3
5948-UJZLF,0,0,No offer,Month-to-Month,2,Q3
9462-MJUAW,0,0,No offer,Month-to-Month,4,Q3
9565-FLVCG,1,10,Offer B,Two Year,65,Q3
9524-EGPJC,0,0,No offer,Month-to-Month,18,Q3
9451-WLYRI,1,5,Offer B,One Year,53,Q3
3648-GZPHF,1,2,Offer C,One Year,32,Q3
9090-SGQXL,1,1,No offer,Month-to-Month,68,Q3
8022-BECSI,0,0,No offer,One Year,22,Q3
8751-EDEKA,1,7,No offer,Month-to-Month,28,Q3
0397-GZBBC,0,0,No offer,Month-to-Month,59,Q3
4110-PFEUZ,0,0,Offer E,Month-to-Month,1,Q3
9206-GVPEQ,1,1,No offer,Month-to-Month,13,Q3
3338-CVVEH,0,0,Offer D,Month-to-Month,12,Q3
0516-QREYC,0,0,No offer,Two Year,24,Q3
6974-DAFLI,1,8,Offer B,One Year,55,Q3
3511-BFTJW,1,8,Offer A,Two Year,72,Q3
0266-CLZKZ,1,8,Offer A,Two Year,67,Q3
6797-UCJHZ,1,7,Offer A,One Year,66,Q3
8809-RIHDD,1,1,No offer,Two Year,72,Q3
6077-BDPXA,0,0,No offer,Month-to-Month,3,Q3
7036-TYDEC,0,0,No offer,Two Year,69,Q3
5707-ORNDZ,0,0,Offer E,Month-to-Month,9,Q3
5930-GBIWP,0,0,No offer,Two Year,69,Q3
1399-OUPJN,1,3,No offer,Two Year,57,Q3
6987-XQSJT,0,0,No offer,Month-to-Month,54,Q3
3055-OYMSE,0,0,No offer,Month-to-Month,53,Q3
3160-TYXLT,0,0,Offer B,Month-to-Month,53,Q3
4091-TVOCN,0,0,Offer B,One Year,48,Q3
2293-IJWPS,1,5,Offer B,One Year,57,Q3
3892-NXAZG,1,4,Offer A,Two Year,72,Q3
4706-DGAHW,0,0,Offer E,Two Year,1,Q3
0654-PQKDW,1,5,No offer,One Year,62,Q3
8107-RZLNV,1,10,No offer,Two Year,72,Q3
8200-KLNYW,1,7,No offer,One Year,21,Q3
2208-NQBCT,1,10,No offer,Month-to-Month,26,Q3
6416-TVAIH,1,1,Offer E,Month-to-Month,1,Q3
5863-OOKCL,0,0,Offer D,Month-to-Month,10,Q3
5294-IMHHT,1,6,No offer,One Year,53,Q3
6603-QWSPR,0,0,Offer B,Two Year,46,Q3
3570-YUEKJ,0,0,No offer,Month-to-Month,42,Q3
4625-XMOYM,1,8,No offer,Two Year,72,Q3
7016-NVRIC,1,10,No offer,One Year,29,Q3
5119-KEPFY,1,3,No offer,Month-to-Month,36,Q3
9518-IMLHK,0,0,No offer,Month-to-Month,31,Q3
2351-BKRZW,1,10,No offer,Two Year,43,Q3
7579-KKLOE,1,7,Offer A,Two Year,71,Q3
2200-DSAAL,0,0,No offer,Two Year,68,Q3
2359-QWQUL,1,1,No offer,One Year,39,Q3
3640-PHQXK,0,0,No offer,Month-to-Month,31,Q3
9558-IHEZX,0,0,Offer A,Two Year,71,Q3
5590-BYNII,0,0,No offer,Month-to-Month,22,Q3
0314-TKOSI,0,0,Offer E,Month-to-Month,6,Q3
9330-VOFSZ,1,1,Offer B,Two Year,60,Q3
1104-FEJAM,1,2,No offer,Month-to-Month,28,Q3
5220-AGAAX,1,8,Offer A,Two Year,68,Q3
6925-BAYGL,1,1,No offer,Two Year,53,Q3
6181-AXXYF,1,3,Offer A,Two Year,72,Q3
9150-HEPMB,0,0,No offer,One Year,56,Q3
1309-XGFSN,1,1,No offer,One Year,52,Q3
4282-YMKNA,0,0,Offer E,Month-to-Month,9,Q3
6646-VRFOL,1,1,No offer,Month-to-Month,53,Q3
3801-HMYNL,1,1,No offer,Month-to-Month,1,Q3
7786-WBJYI,0,0,No offer,Month-to-Month,4,Q3
1862-SKORY,1,1,No offer,Month-to-Month,40,Q3
4355-HBJHH,0,0,No offer,Two Year,67,Q3
7234-FECYN,0,0,No offer,Month-to-Month,8,Q3
3838-OZURD,0,0,Offer A,Month-to-Month,66,Q3
9747-DDZOS,0,0,No offer,Month-to-Month,1,Q3
7395-XWZOY,0,0,No offer,Month-to-Month,20,Q3
4747-LCAQL,0,0,Offer C,Month-to-Month,25,Q3
1803-BGNBD,0,0,Offer D,Month-to-Month,12,Q3
3824-RHKVR,0,0,Offer D,Month-to-Month,17,Q3
2886-KEFUM,1,1,No offer,One Year,63,Q3
3850-OKINF,0,0,Offer A,One Year,71,Q3
7919-ZODZZ,1,1,Offer D,One Year,10,Q3
5307-DZCVC,0,0,Offer C,Month-to-Month,32,Q3
5949-HGVJL,1,7,No offer,Month-to-Month,26,Q3
0343-QLUZP,0,0,Offer B,Two Year,60,Q3
2391-IPLOP,1,6,Offer B,One Year,50,Q3
9547-ITEFG,1,8,Offer E,Month-to-Month,9,Q3
9297-EONCV,0,0,Offer A,Two Year,72,Q3
6258-PVZWJ,1,1,Offer A,Two Year,68,Q3
8970-ANWXO,0,0,Offer D,One Year,23,Q3
3329-WDIOK,0,0,No offer,Month-to-Month,3,Q3
6339-TBELP,0,0,No offer,Two Year,71,Q3
2229-VWQJH,0,0,No offer,Month-to-Month,24,Q3
6999-CHVCF,0,0,No offer,Two Year,68,Q3
7781-HVGMK,1,5,Offer A,Two Year,72,Q3
5510-BOIUJ,0,0,No offer,Month-to-Month,1,Q3
7586-ZATGZ,0,0,No offer,Month-to-Month,40,Q3
1260-TTRXI,0,0,Offer E,Month-to-Month,4,Q3
5245-VDBUR,1,4,No offer,One Year,52,Q3
7554-NEWDD,0,0,No offer,Two Year,10,Q3
8224-DWCKX,0,0,No offer,Two Year,12,Q3
1407-DIGZV,1,9,No offer,Two Year,3,Q3
1266-NZYUI,1,6,Offer A,Two Year,72,Q3
5908-QMGOE,0,0,No offer,Month-to-Month,15,Q3
5980-NOPLP,1,4,No offer,Month-to-Month,44,Q3
4717-GHADL,0,0,Offer B,Two Year,50,Q3
6185-TASNN,0,0,Offer E,Two Year,1,Q3
9101-NTIXF,0,0,Offer E,Month-to-Month,2,Q3
7551-JOHTI,0,0,No offer,Month-to-Month,1,Q3
8746-BFOAJ,0,0,No offer,One Year,21,Q3
8404-VLQFB,1,1,No offer,Month-to-Month,15,Q3
0689-NKYLF,0,0,Offer D,Month-to-Month,13,Q3
8513-OLYGY,1,8,No offer,Two Year,72,Q3
2878-DHMIN,1,7,No offer,One Year,35,Q3
9617-INGJY,0,0,No offer,Month-to-Month,1,Q3
7190-XHTWJ,0,0,No offer,One Year,38,Q3
6259-WJQLC,0,0,Offer C,One Year,32,Q3
8016-ZMGMO,0,0,No offer,One Year,66,Q3
8681-ICONS,1,5,No offer,Month-to-Month,29,Q3
8350-NYMVI,0,0,No offer,Month-to-Month,39,Q3
3262-EIDHV,1,1,Offer A,Two Year,72,Q3
6265-SXWBU,1,9,No offer,One Year,69,Q3
5035-BVCXS,0,0,No offer,Month-to-Month,11,Q3
4647-XXZAM,1,1,No offer,Month-to-Month,6,Q3
1550-EENBN,0,0,No offer,Month-to-Month,31,Q3
5889-JTMUL,1,1,Offer B,Month-to-Month,50,Q3
4827-DPADN,1,3,No offer,Two Year,72,Q3
3428-XZMAZ,0,0,No offer,Month-to-Month,1,Q3
9782-LGXMC,1,6,No offer,Month-to-Month,49,Q3
7310-EGVHZ,0,0,Offer E,Month-to-Month,1,Q3
8988-ECPJR,1,1,Offer C,Month-to-Month,34,Q3
2812-SFXMJ,0,0,No offer,Month-to-Month,1,Q3
1568-BEKZM,1,7,No offer,Two Year,70,Q3
6680-NENYN,0,0,No offer,Two Year,43,Q3
9402-ORRAH,0,0,No offer,Two Year,15,Q3
4568-TTZRT,0,0,Offer E,Month-to-Month,9,Q3
5159-YFPKQ,0,0,Offer E,Month-to-Month,2,Q3
7410-YTJIK,0,0,No offer,Month-to-Month,7,Q3
4024-CSNBY,1,8,No offer,Two Year,72,Q3
7113-HIPFI,1,10,Offer A,Two Year,66,Q3
1162-ECVII,1,1,Offer A,Two Year,72,Q3
3413-DHLPB,1,1,Offer B,Month-to-Month,60,Q3
9600-NAXZN,0,0,No offer,Month-to-Month,43,Q3
5871-DGTXZ,0,0,Offer C,One Year,32,Q3
9629-NHXFW,1,6,No offer,Month-to-Month,1,Q3
1790-NESIO,0,0,No offer,Two Year,13,Q3
3398-ZOUAA,1,1,Offer D,Month-to-Month,21,Q3
6194-HBGQN,0,0,No offer,One Year,51,Q3
3541-ZNUHK,1,5,No offer,Month-to-Month,55,Q3
2455-USLMV,0,0,Offer C,Month-to-Month,31,Q3
2581-VKIRT,1,6,No offer,One Year,59,Q3
4727-MCYZG,0,0,Offer E,Month-to-Month,1,Q3
1084-MNSMJ,1,10,Offer B,Two Year,51,Q3
7833-PKIHD,1,1,No offer,One Year,51,Q3
0423-UDIJQ,0,0,No offer,Two Year,9,Q3
8125-QPFJD,1,7,No offer,Two Year,72,Q3
2982-IHMFT,0,0,No offer,Month-to-Month,1,Q3
3737-XBQDD,0,0,Offer C,Month-to-Month,24,Q3
1587-FKLZB,1,1,Offer A,Month-to-Month,66,Q3
3143-ILDAL,0,0,No offer,Month-to-Month,56,Q3
7605-SNLQG,1,6,Offer B,Month-to-Month,45,Q3
9402-ROUMJ,1,10,Offer A,One Year,67,Q3
9824-QCJPK,1,7,No offer,One Year,36,Q3
2761-OCIAX,0,0,No offer,Month-to-Month,2,Q3
4116-IQRFR,1,1,Offer E,One Year,4,Q3
3424-NMNBO,1,1,No offer,One Year,58,Q3
5879-SESNB,0,0,Offer D,Month-to-Month,11,Q3
4415-WNGVR,1,3,No offer,One Year,12,Q3
0562-KBDVM,0,0,Offer A,Two Year,70,Q3
9830-ECLEN,1,9,No offer,One Year,58,Q3
8332-OSJDW,1,5,No offer,One Year,12,Q3
8822-KNBHV,0,0,No offer,One Year,48,Q3
3981-QSVQI,0,0,Offer E,Month-to-Month,8,Q3
6502-KUGLL,1,4,Offer D,Month-to-Month,14,Q3
7638-QVMVY,0,0,No offer,Month-to-Month,7,Q3
5981-ITEMU,1,1,Offer B,Month-to-Month,40,Q3
1265-BCFEO,1,1,Offer A,Two Year,71,Q3
9605-WGJVW,0,0,No offer,Month-to-Month,1,Q3
7560-QJAVJ,0,0,No offer,Two Year,70,Q3
5090-EMGTC,1,10,Offer B,Two Year,59,Q3
7271-AJDTL,1,1,No offer,Month-to-Month,55,Q3
0927-CNGRH,0,0,No offer,Month-to-Month,1,Q3
8884-MRNSU,1,8,Offer D,One Year,17,Q3
4704-ERYFC,1,1,No offer,Month-to-Month,22,Q3
7354-OIJLX,0,0,Offer E,Month-to-Month,9,Q3
8098-LLAZX,0,0,Offer E,Month-to-Month,4,Q3
9058-MJLZC,0,0,No offer,Month-to-Month,24,Q3
0484-JPBRU,0,0,No offer,Month-to-Month,41,Q3
2585-KTFRE,0,0,No offer,Month-to-Month,1,Q3
0019-EFAEP,0,0,Offer A,Two Year,72,Q3
4892-VLANZ,0,0,No offer,Month-to-Month,1,Q3
6425-JWTDV,1,5,Offer B,Two Year,48,Q3
7517-LDMPS,0,0,No offer,Month-to-Month,12,Q3
3982-JGSFD,0,0,No offer,One Year,36,Q3
6603-YRDCJ,1,3,Offer C,Two Year,33,Q3
1345-GKDZZ,0,0,No offer,Month-to-Month,6,Q3
4094-NSEDU,0,0,No offer,Month-to-Month,21,Q3
0506-LVNGN,0,0,No offer,Month-to-Month,5,Q3
0942-KOWSM,1,4,Offer C,Two Year,30,Q3
2731-GJRDG,0,0,No offer,One Year,32,Q3
0093-EXYQL,0,0,No offer,Two Year,40,Q3
2919-HBCJO,0,0,No offer,Month-to-Month,4,Q3
0867-MKZVY,1,5,No offer,Month-to-Month,20,Q3
4908-XAXAY,0,0,No offer,One Year,49,Q3
9743-DQKQW,0,0,Offer E,Month-to-Month,3,Q3
8943-URTMR,0,0,Offer E,Month-to-Month,2,Q3
7798-JVXYM,0,0,Offer D,Month-to-Month,14,Q3
4822-NGOCH,0,0,No offer,Month-to-Month,13,Q3
2342-CKIAO,0,0,No offer,Month-to-Month,2,Q3
9732-EQMWY,1,1,No offer,Month-to-Month,49,Q3
4501-VCPFK,0,0,Offer C,Month-to-Month,26,Q3
4074-SJFFA,0,0,No offer,Month-to-Month,1,Q3
0970-QXPXW,0,0,No offer,Month-to-Month,1,Q3
9847-HNVGP,0,0,Offer D,One Year,17,Q3
2195-ZRVAX,1,1,No offer,Month-to-Month,47,Q3
0208-BPQEJ,0,0,Offer D,Month-to-Month,12,Q3
3884-UEBXB,1,5,No offer,Two Year,67,Q3
1017-FBQMM,1,8,Offer B,One Year,62,Q3
1624-NALOJ,0,0,No offer,Month-to-Month,5,Q3
1268-ASBGA,1,1,Offer D,Month-to-Month,16,Q3
2234-EOFPT,1,2,No offer,Two Year,72,Q3
8205-MQUGY,1,8,Offer D,Month-to-Month,12,Q3
4554-YGZIH,1,3,Offer B,Month-to-Month,49,Q3
5985-TBABQ,0,0,Offer C,One Year,32,Q3
0334-ZFJSR,0,0,No offer,One Year,55,Q3
9548-LIGTA,1,2,No offer,Two Year,61,Q3
4464-JCOLN,1,2,Offer E,One Year,2,Q3
5046-NUHWD,1,5,No offer,One Year,29,Q3
2429-AYKKO,0,0,Offer A,Two Year,72,Q3
1591-MQJTP,1,7,Offer B,One Year,51,Q3
3069-SSVSN,0,0,No offer,One Year,1,Q3
0244-LGNFY,1,4,No offer,Two Year,72,Q3
7102-JJVTX,1,9,Offer E,One Year,9,Q3
3199-XGZCY,0,0,No offer,Month-to-Month,8,Q3
9705-IOVQQ,1,10,No offer,One Year,61,Q3
8993-IZEUX,0,0,No offer,Month-to-Month,7,Q3
6614-YWYSC,1,5,No offer,Two Year,61,Q3
2207-QPJED,1,8,No offer,Two Year,37,Q3
7666-WKRON,0,0,No offer,Two Year,39,Q3
5054-IEXZT,0,0,No offer,Month-to-Month,1,Q3
1293-HHSHJ,0,0,Offer C,One Year,35,Q3
6509-TSGWN,1,1,No offer,Month-to-Month,37,Q3
3292-PBZEJ,0,0,No offer,Two Year,11,Q3
8565-CLBZW,0,0,No offer,Month-to-Month,24,Q3
0968-GSIKN,0,0,Offer E,Month-to-Month,1,Q3
4656-CAURT,0,0,No offer,Two Year,69,Q3
3488-PGMQJ,0,0,No offer,Month-to-Month,8,Q3
5970-GHJAW,1,9,Offer B,Two Year,46,Q3
8773-HHUOZ,0,0,No offer,Month-to-Month,17,Q3
4396-KLSEH,0,0,Offer E,Month-to-Month,4,Q3
3969-JQABI,0,0,No offer,Month-to-Month,58,Q3
4184-TJFAN,1,1,Offer E,Month-to-Month,3,Q3
2792-VPPET,0,0,No offer,Month-to-Month,3,Q3
9174-IHETN,0,0,Offer B,Two Year,50,Q3
5981-ZVXOT,0,0,Offer C,One Year,35,Q3
6339-DKLMK,0,0,Offer D,Month-to-Month,13,Q3
8905-IAZPF,1,4,No offer,One Year,69,Q3
9588-YRFHY,0,0,Offer B,Two Year,49,Q3
2923-ARZLG,1,5,Offer E,One Year,10,Q3
5602-BVFMK,0,0,No offer,One Year,12,Q3
3668-QPYBK,0,0,No offer,Month-to-Month,2,Q3
7641-TQFHN,0,0,Offer C,Two Year,39,Q3
1814-WFGVS,1,3,No offer,Two Year,72,Q3
3239-TPHPZ,1,10,Offer D,Two Year,12,Q3
6300-BWMJX,1,1,No offer,Month-to-Month,59,Q3
3902-FOIGH,1,1,No offer,Month-to-Month,12,Q3
7596-LDUXP,0,0,Offer D,One Year,12,Q3
7839-QRKXN,0,0,Offer E,Month-to-Month,1,Q3
0575-CUQOV,1,10,Offer B,One Year,60,Q3
6762-QVYJO,1,8,Offer B,Two Year,58,Q3
5515-RUGKN,0,0,No offer,Month-to-Month,8,Q3
1563-IWQEX,0,0,No offer,Month-to-Month,12,Q3
2619-WFQWU,0,0,No offer,Month-to-Month,1,Q3
5914-DVBWJ,0,0,No offer,Month-to-Month,18,Q3
5404-GGUKR,0,0,Offer E,Month-to-Month,5,Q3
9940-RHLFB,0,0,Offer E,Month-to-Month,1,Q3
9514-JDSKI,1,1,Offer E,Month-to-Month,1,Q3
8129-GMVGI,1,10,No offer,Two Year,56,Q3
3724-UCSHY,1,5,Offer E,Month-to-Month,6,Q3
8800-JOOCF,0,0,No offer,Month-to-Month,12,Q3
6680-WKXRZ,0,0,No offer,Month-to-Month,3,Q3
9695-IDRZR,0,0,No offer,Two Year,34,Q3
2933-XEUJM,0,0,Offer B,Two Year,46,Q3
2905-KFQUV,1,9,No offer,Month-to-Month,2,Q3
4544-RXFMG,1,1,Offer E,One Year,8,Q3
6728-CZFEI,0,0,No offer,One Year,15,Q3
4322-RCYMT,1,1,Offer A,One Year,68,Q3
2661-GKBTK,1,7,No offer,Two Year,60,Q3
7235-NXZCP,0,0,Offer E,Month-to-Month,2,Q3
1215-EXRMO,1,4,No offer,Two Year,50,Q3
8919-FYFQZ,1,2,No offer,Month-to-Month,44,Q3
7080-TNUWP,1,5,No offer,One Year,70,Q3
4902-OHLSK,0,0,No offer,Month-to-Month,29,Q3
3764-MNMOI,0,0,Offer B,Two Year,46,Q3
5561-NWEVX,1,1,Offer E,Month-to-Month,2,Q3
3893-JRNFS,0,0,No offer,Month-to-Month,68,Q3
9112-WSNPU,0,0,No offer,Month-to-Month,35,Q3
6878-GGDWG,1,1,No offer,Month-to-Month,32,Q3
4976-LNFVV,1,6,No offer,Month-to-Month,19,Q3
1177-XZBJL,1,1,Offer B,One Year,53,Q3
9675-ICXCT,1,8,Offer A,Two Year,72,Q3
4877-EVATK,0,0,No offer,Month-to-Month,1,Q3
3043-SUDUA,0,0,Offer C,Month-to-Month,32,Q3
6933-VLYFX,1,7,Offer C,One Year,31,Q3
0374-AACSZ,0,0,Offer E,Month-to-Month,1,Q3
8623-TMRBY,1,2,Offer B,Month-to-Month,51,Q3
1447-PJGGA,0,0,No offer,Two Year,57,Q3
1731-TVIUK,0,0,Offer E,Month-to-Month,4,Q3
3158-MOERK,0,0,No offer,Month-to-Month,2,Q3
6432-TWQLB,1,1,Offer E,Month-to-Month,5,Q3
3284-SVCRO,1,6,Offer B,Two Year,45,Q3
1335-MXCSE,1,5,No offer,Two Year,55,Q3
9065-ZCPQX,1,2,Offer A,Two Year,72,Q3
7989-VCQOH,1,3,No offer,Month-to-Month,18,Q3
2190-BCXEC,1,10,No offer,Month-to-Month,40,Q3
1400-WIVLL,1,2,No offer,Two Year,57,Q3
2650-GYRYL,1,6,No offer,One Year,33,Q3
9844-FELAJ,1,2,No offer,One Year,70,Q3
4310-KEDTB,0,0,No offer,Month-to-Month,26,Q3
2371-JUNGC,0,0,Offer D,Month-to-Month,11,Q3
7274-RTAPZ,0,0,Offer E,Month-to-Month,1,Q3
6624-JDRDS,0,0,Offer E,Month-to-Month,6,Q3
9432-VOFYX,0,0,Offer D,Month-to-Month,17,Q3
9281-PKKZE,1,1,No offer,Month-to-Month,46,Q3
7649-PHJVR,0,0,Offer D,One Year,11,Q3
4598-ZADCK,0,0,No offer,One Year,53,Q3
7537-CBQUZ,0,0,No offer,Month-to-Month,63,Q3
6633-SYEUS,0,0,No offer,Month-to-Month,23,Q3
8805-JNRAZ,0,0,Offer E,Month-to-Month,2,Q3
0620-DLSLK,0,0,No offer,Month-to-Month,13,Q3
2026-TGDHM,0,0,No offer,Month-to-Month,7,Q3
7660-HDPJV,0,0,No offer,Month-to-Month,1,Q3
4826-DXMUP,0,0,No offer,One Year,35,Q3
4255-DDUOU,0,0,No offer,Month-to-Month,1,Q3
0778-NELLA,0,0,No offer,Month-to-Month,9,Q3
9677-AVKED,0,0,No offer,One Year,53,Q3
4078-SAYYN,0,0,No offer,Month-to-Month,11,Q3
7817-OMJNA,0,0,Offer D,One Year,14,Q3
0682-USIXD,1,7,No offer,Month-to-Month,21,Q3
9835-ZIITK,1,1,No offer,One Year,66,Q3
0264-CNITK,1,1,No offer,Two Year,71,Q3
4654-ULTTN,1,9,Offer A,Two Year,70,Q3
3506-LCJDC,1,1,No offer,Month-to-Month,1,Q3
1660-HSOOQ,0,0,No offer,Month-to-Month,1,Q3
3765-JXVKY,0,0,Offer E,Month-to-Month,1,Q3
2129-ALKBS,1,5,No offer,Month-to-Month,40,Q3
8630-QSGXK,1,10,Offer B,Two Year,51,Q3
6772-WFQRD,0,0,Offer B,One Year,40,Q3
0247-SLUJI,1,2,No offer,Month-to-Month,1,Q3
8587-XYZSF,0,0,Offer A,Two Year,67,Q3
2560-QTSBS,1,6,No offer,One Year,72,Q3
9300-AGZNL,0,0,No offer,Month-to-Month,1,Q3
3744-ZRRDZ,0,0,Offer D,Month-to-Month,21,Q3
7611-YKYTC,1,1,Offer D,Month-to-Month,22,Q3
4016-BJKTZ,0,0,Offer C,Two Year,25,Q3
9081-WWXKP,1,8,No offer,Two Year,47,Q3
3721-CNEYS,0,0,No offer,Month-to-Month,2,Q3
5995-SNNEW,1,1,No offer,Month-to-Month,23,Q3
6082-GLJIX,0,0,Offer D,Month-to-Month,18,Q3
6815-ABQFQ,1,1,No offer,One Year,56,Q3
6145-NNPNO,0,0,Offer E,Month-to-Month,1,Q3
8035-PWSEV,0,0,Offer E,Month-to-Month,6,Q3
0817-HSUSE,0,0,No offer,Month-to-Month,1,Q3
6407-UTSLV,0,0,No offer,Two Year,2,Q3
9506-UXUSK,0,0,Offer D,Month-to-Month,13,Q3
9565-AXSMR,1,10,No offer,Two Year,52,Q3
0136-IFMYD,1,1,No offer,Two Year,69,Q3
1264-BYWMS,0,0,Offer B,Month-to-Month,55,Q3
1750-CSKKM,0,0,Offer E,Month-to-Month,9,Q3
2522-AHJXR,1,6,No offer,Month-to-Month,60,Q3
8207-VVMYB,1,1,No offer,Two Year,70,Q3
0206-OYVOC,1,1,Offer B,Two Year,46,Q3
7850-VWJUU,0,0,No offer,Month-to-Month,23,Q3
1226-JZNKR,1,1,Offer E,One Year,8,Q3
9369-XFEHK,1,1,No offer,Month-to-Month,33,Q3
3091-FYHKI,0,0,Offer E,Month-to-Month,1,Q3
1635-HDGFT,0,0,Offer D,Two Year,19,Q3
8406-LNMHF,1,10,No offer,One Year,59,Q3
8221-HVAYI,0,0,Offer C,Two Year,35,Q3
1299-AURJA,1,8,No offer,Two Year,70,Q3
4806-DXQCE,1,7,No offer,Two Year,70,Q3
1625-JAIIY,1,1,No offer,One Year,68,Q3
2724-FJDYW,0,0,No offer,One Year,39,Q3
5693-PIPCS,0,0,Offer B,Two Year,41,Q3
